Date,Adj Close,Close,High,Low,Open,Volume
2015-03-04,28.60871124,32.13499832,32.38999939,32.08000183,32.27500153,126665200
2015-03-05,28.13464928,31.60250092,32.1875,31.44000053,32.14500046,226068400
2015-03-06,28.17692947,31.64999962,32.34249878,31.56500053,32.09999847,291368400
2015-03-09,28.29712105,31.78499985,32.39250183,31.26499939,31.98999977,354114000
2015-03-10,27.71176529,31.12750053,31.80500031,30.95000076,31.60250092,275426400
2015-03-11,27.20654106,30.55999947,31.19249916,30.52750015,31.1875,275756000
2015-03-12,27.69841003,31.11249924,31.22500038,30.40749931,30.57749939,193450800
2015-03-13,27.50700378,30.89749908,31.35000038,30.64500046,31.10000038,207309200
2015-03-16,27.80969238,31.23749924,31.23749924,30.71750069,30.96999931,143497200
2015-03-17,28.27485847,31.76000023,31.82999992,31.41250038,31.47500038,204092400
2015-03-18,28.59313774,32.11750031,32.29000092,31.59250069,31.75,261083600
2015-03-19,28.37723923,31.875,32.3125,31.85000038,32.1875,183238000
2015-03-20,28.02112961,31.47500038,32.09999847,31.29000092,32.0625,274780400
2015-03-23,28.31269455,31.80249977,31.96249962,31.62999916,31.78000069,150838800
2015-03-24,28.19696617,31.67250061,32.00999832,31.63999939,31.80750084,131369200
2015-03-25,27.46026611,30.84499931,31.70499992,30.84499931,31.63500023,206620800
2015-03-26,27.65167046,31.05999947,31.21999931,30.64999962,30.69000053,190291600
2015-03-27,27.43132591,30.8125,31.17499924,30.72750092,31.14249992,158184800
2015-03-30,28.12574959,31.59250069,31.60000038,31,31.01250076,188398800
2015-03-31,27.6939621,31.10750008,31.62249947,31.09000015,31.52249908,168362400
2015-04-01,27.65389252,31.0625,31.28000069,30.77499962,31.20499992,162485600
2015-04-02,27.89204025,31.32999992,31.38999939,31.04750061,31.25749969,128880400
2015-04-06,28.34386063,31.83749962,31.87750053,31.08250046,31.11750031,148776000
2015-04-07,28.04561996,31.50250053,32.02999878,31.49500084,31.90999985,140049200
2015-04-08,27.95436096,31.39999962,31.60000038,31.24250031,31.46249962,149316800
2015-04-09,28.16802979,31.63999939,31.64500046,31.16500092,31.46249962,129936000
2015-04-10,28.28821945,31.77499962,31.80249977,31.31500053,31.48749924,160752000
2015-04-13,28.23257828,31.71249962,32.14250183,31.65250015,32.09249878,145460400
2015-04-14,28.11015892,31.57500076,31.82250023,31.47750092,31.75,102098400
2015-04-15,28.21699333,31.69499969,31.78249931,31.50250053,31.60250092,115881600
2015-04-16,28.08123016,31.54249954,31.77499962,31.52750015,31.56999969,113476000
2015-04-17,27.76518822,31.1875,31.53499985,31.11499977,31.38750076,207828000
2015-04-20,28.39949608,31.89999962,32.02999878,31.29249954,31.39249992,188217200
2015-04-21,28.24592972,31.72750092,32.04999924,31.66749954,32.02500153,129740400
2015-04-22,28.62651443,32.15499878,32.21749878,31.57999992,31.74749947,150618000
2015-04-23,28.86021233,32.41749954,32.60499954,32.03499985,32.07500076,183083600
2015-04-24,28.99597931,32.56999969,32.65750122,32.30749893,32.62250137,178103600
2015-04-27,29.52345848,33.16249847,33.28250122,32.78749847,33.07749939,387816800
2015-04-28,29.05830002,32.63999939,33.63499832,32.39250183,33.61500168,475696000
2015-04-29,28.63096809,32.15999985,32.89749908,32.07500076,32.54000092,253544400
2015-04-30,27.85421371,31.28750038,32.15999985,31.14500046,32.15999985,332781600
2015-05-01,28.69996452,32.23749924,32.53250122,31.32500076,31.52499962,234050400
2015-05-04,28.64433098,32.17499924,32.64250183,32.06499863,32.375,203953200
2015-05-05,27.99887466,31.45000076,32.11249924,31.44499969,32.03749847,197085600
2015-05-06,27.82305527,31.25250053,31.6875,30.84000015,31.63999939,288564000
2015-05-07,27.99514771,31.31500053,31.52000046,31.00499916,31.19249916,175763600
2015-05-08,28.52260208,31.90500069,31.90500069,31.52750015,31.67000008,222201600
2015-05-11,28.23204613,31.57999992,31.88999939,31.40749931,31.84749985,168143200
2015-05-12,28.13147736,31.46750069,31.71999931,31.20499992,31.39999962,192640000
2015-05-13,28.1627655,31.50250053,31.79750061,31.46750069,31.53750038,138776800
2015-05-14,28.81984711,32.23749924,32.23749924,31.79000092,31.85250092,180814000
2015-05-15,28.77962112,32.19250107,32.37250137,32.05250168,32.26750183,152832000
2015-05-18,29.09698677,32.54750061,32.68000031,32.09000015,32.09500122,203531600
2015-05-19,29.07016754,32.51750183,32.72000122,32.40999985,32.67250061,178532800
2015-05-20,29.06792831,32.51499939,32.74499893,32.33499908,32.5,145819600
2015-05-21,29.36517906,32.84749985,32.90750122,32.45750046,32.51750183,158921600
2015-05-22,29.62219238,33.13499832,33.24250031,32.84999847,32.90000153,182384000
2015-05-26,28.96958923,32.40499878,33.22750092,32.27999878,33.15000153,282790400
2015-05-27,29.51045227,33.00999832,33.06499863,32.51250076,32.58499908,183332800
2015-05-28,29.45233917,32.94499969,32.98749924,32.77500153,32.96500015,122933200
2015-05-29,29.11709785,32.56999969,32.86249924,32.47499847,32.80749893,203538000
2015-06-01,29.1751976,32.63499832,32.84749985,32.51250076,32.56999969,128451200
2015-06-02,29.0455761,32.49000168,32.66500092,32.33000183,32.46500015,134670400
2015-06-03,29.08133698,32.52999878,32.73500061,32.47499847,32.66500092,123934000
2015-06-04,28.91148186,32.34000015,32.64500046,32.22750092,32.39500046,153800400
2015-06-05,28.75279427,32.16249847,32.42250061,32.09000015,32.375,142507200
2015-06-08,28.56282616,31.95000076,32.30250168,31.70750046,32.22499847,210699200
2015-06-09,28.47789574,31.85499954,32.02000046,31.40500069,31.67499924,224301600
2015-06-10,28.80419731,32.22000122,32.33499908,31.96249962,31.97999954,156349200
2015-06-11,28.7393856,32.14749908,32.54499817,32.11999893,32.29499817,141563600
2015-06-12,28.42202759,31.79249954,32.08250046,31.77750015,32.04750061,147544800
2015-06-15,28.36614609,31.72999954,31.80999947,31.42749977,31.52499962,175955600
2015-06-16,28.51812363,31.89999962,31.96249962,31.59250069,31.75749969,125976400
2015-06-17,28.45107651,31.82500076,31.96999931,31.68499947,31.93000031,131672400
2015-06-18,28.58069801,31.96999931,32.07749939,31.80500031,31.80750084,141628800
2015-06-19,28.29463005,31.64999962,31.95499992,31.60000038,31.92749977,218867600
2015-06-22,28.52036285,31.90250015,32.01499939,31.77000046,31.87249947,136157200
2015-06-23,28.39073563,31.75749969,31.90250015,31.71999931,31.87000084,121075600
2015-06-24,28.63211632,32.02750015,32.45000076,31.78000069,31.80249977,221123600
2015-06-25,28.49577713,31.875,32.29999924,31.875,32.21500015,127752400
2015-06-26,28.32815552,31.6875,31.99749947,31.62750053,31.91749954,176267200
2015-06-29,27.83198929,31.13249969,31.61750031,31.12000084,31.36499977,196645600
2015-06-30,28.03313828,31.35750008,31.53000069,31.21500015,31.39249992,177482800
2015-07-01,28.29463005,31.64999962,31.73500061,31.49749947,31.72500038,120955200
2015-07-02,28.25887108,31.61000061,31.67250061,31.44249916,31.60750008,108844000
2015-07-06,28.16053581,31.5,31.55750084,31.21249962,31.23500061,112241600
2015-07-07,28.09124756,31.42250061,31.53750038,30.94249916,31.47249985,187787200
2015-07-08,27.39394379,30.64249992,31.15999985,30.63500023,31.12000084,243046400
2015-07-09,26.83520126,30.01749992,31.01499939,29.80500031,30.96249962,314380000
2015-07-10,27.55261803,30.81999969,30.96249962,30.30249977,30.48500061,245418000
2015-07-13,28.08454323,31.41500092,31.44000053,31.07999992,31.25749969,165762000
2015-07-14,28.07337189,31.40250015,31.59250069,31.26000023,31.51000023,127072400
2015-07-15,28.3438015,31.70499992,31.78750038,31.39500046,31.43000031,134596800
2015-07-16,28.72150803,32.12749863,32.14250183,31.83749962,31.93499947,144889600
2015-07-17,28.96958923,32.40499878,32.40499878,32.07749939,32.27000046,184658800
2015-07-20,29.5171566,33.01750183,33.24250031,32.67499924,32.74250031,235600800
2015-07-21,29.22214317,32.6875,33.22999954,32.58000183,33.21250153,307025600
2015-07-22,27.98620987,31.30500031,31.375,30.49749947,30.49749947,461802400
2015-07-23,27.97279358,31.29000092,31.77249908,31.26499939,31.54999924,203998000
2015-07-24,27.82528687,31.125,31.43499947,30.97500038,31.32999992,168649200
2015-07-27,27.43863678,30.69249916,30.90250015,30.53000069,30.77249908,177822000
2015-07-28,27.57497215,30.84499931,30.97750092,30.63750076,30.84499931,134472400
2015-07-29,27.48780441,30.74749947,30.875,30.56749916,30.78750038,148046800
2015-07-30,27.34923935,30.59250069,30.64249992,30.42749977,30.57999992,134513200
2015-07-31,27.11009979,30.32500076,30.65999985,30.22750092,30.64999962,171540000
2015-08-03,26.47090149,29.61000061,30.64249992,29.37999916,30.375,279904000
2015-08-04,25.62161636,28.65999985,29.42499924,28.3125,29.35499954,496554400
2015-08-05,25.79147148,28.85000038,29.36000061,28.02499962,28.23749924,397250400
2015-08-06,25.84759712,28.78249931,29.125,28.53000069,28.99250031,211612000
2015-08-07,25.93515396,28.87999916,29.0625,28.625,28.64500046,154681600
2015-08-10,26.878088,29.93000031,29.99749947,29.13249969,29.13249969,219806400
2015-08-11,25.47940826,28.37249947,29.54500008,28.33250046,29.45249939,388331200
2015-08-12,25.87229729,28.80999947,28.85499954,27.40749931,28.13249969,404870000
2015-08-13,25.85208511,28.78750038,29.10000038,28.63500023,29.01000023,194143200
2015-08-14,26.03394127,28.98999977,29.07749939,28.50250053,28.57999992,171718000
2015-08-17,26.30335045,29.29000092,29.41250038,28.875,29.01000023,163538800
2015-08-18,26.15517044,29.125,29.36000061,29.00250053,29.10750008,138242800
2015-08-19,25.82065773,28.75250053,29.12999916,28.67000008,29.02499962,193146000
2015-08-20,25.29081726,28.16250038,28.58749962,27.90749931,28.52000046,274006400
2015-08-21,23.74395561,26.44000053,27.97500038,26.41250038,27.60750008,513102000
2015-08-24,23.15126419,25.78000069,27.20000076,23,23.71750069,648825200
2015-08-25,23.29045486,25.93499947,27.77750015,25.875,27.77750015,414406400
2015-08-26,24.62627602,27.42250061,27.47249985,26.26250076,26.77249908,387098400
2015-08-27,25.35143089,28.22999954,28.30999947,27.50499916,28.05750084,338464400
2015-08-28,25.43450356,28.32250023,28.32749939,27.88500023,28.04249954,212657600
2015-08-31,25.31551552,28.19000053,28.63249969,28,28.00749969,224917200
2015-09-01,24.1839962,26.93000031,27.96999931,26.84000015,27.53750038,307383600
2015-09-02,25.22121429,28.08499908,28.08499908,27.28249931,27.55750084,247555200
2015-09-03,24.77894402,27.59250069,28.19499969,27.51000023,28.12249947,212935600
2015-09-04,24.53197479,27.31749916,27.61249924,27.12750053,27.24250031,199985200
2015-09-08,25.21448517,28.07749939,28.13999939,27.57999992,27.9375,219374400
2015-09-09,24.72955132,27.53750038,28.50499916,27.44249916,28.44000053,340043200
2015-09-10,25.27286148,28.14249992,28.31999969,27.47500038,27.56749916,251571200
2015-09-11,25.64105225,28.55249977,28.55249977,27.94000053,27.94750023,199662000
2015-09-14,25.88801384,28.82749939,29.22249985,28.71500015,29.14500046,233453600
2015-09-15,26.10577965,29.06999969,29.13249969,28.60499954,28.98250008,173364800
2015-09-16,26.13496971,29.10250092,29.13500023,28.86000061,29.0625,148694000
2015-09-17,25.57594109,28.47999954,29.12249947,28.43000031,28.91500092,256450400
2015-09-18,25.47042084,28.36249924,28.57500076,27.96750069,28.05249977,297141200
2015-09-21,25.86555672,28.80249977,28.84250069,28.41500092,28.41749954,200888000
2015-09-22,25.45920181,28.35000038,28.54500008,28.12999916,28.34499931,201384800
2015-09-23,25.66574287,28.57999992,28.68000031,28.32500076,28.40749931,143026800
2015-09-24,25.81841278,28.75,28.875,28.09250069,28.3125,200878000
2015-09-25,25.75330544,28.67749977,29.17250061,28.50499916,29.11000061,224607600
2015-09-28,25.24367332,28.11000061,28.64249992,28.11000061,28.46249962,208436000
2015-09-29,24.4848423,27.26499939,28.37750053,26.96500015,28.20750046,293461600
2015-09-30,24.76322746,27.57500076,27.88500023,27.18250084,27.54249954,265892000
2015-10-01,24.60157776,27.39500046,27.40500069,26.82749939,27.26749992,255716400
2015-10-02,24.78118896,27.59499931,27.75250053,26.88750076,27.00250053,232079200
2015-10-05,24.87098694,27.69499969,27.84250069,27.26749992,27.46999931,208258800
2015-10-06,24.98997307,27.82749939,27.93499947,27.44249916,27.65749931,192787200
2015-10-07,24.87098694,27.69499969,27.94249916,27.35250092,27.93499947,187062400
2015-10-08,24.58361816,27.375,27.54750061,27.05249977,27.54750061,247918400
2015-10-09,25.1718235,28.03000069,28.06999969,27.37249947,27.5,211064400
2015-10-12,25.05508423,27.89999962,28.1875,27.86000061,28.18250084,121868800
2015-10-13,25.09774017,27.94750023,28.11249924,27.67000008,27.70499992,132197200
2015-10-14,24.7430172,27.55249977,27.87999916,27.38999939,27.82250023,177849600
2015-10-15,25.11345863,27.96500015,28.02499962,27.62249947,27.73250008,150694000
2015-10-16,24.92935944,27.76000023,28,27.63249969,27.94499969,156930400
2015-10-19,25.08427238,27.93250084,27.9375,27.52750015,27.70000076,119036800
2015-10-20,25.54226303,28.44249916,28.54249954,27.70499992,27.83499908,195871200
2015-10-21,25.5400238,28.44000053,28.89500046,28.42499924,28.5,167180800
2015-10-22,25.93066788,28.875,28.875,28.52499962,28.58250046,166616400
2015-10-23,26.73440552,29.77000046,29.80750084,29.08250046,29.17499924,237467600
2015-10-26,25.88127136,28.81999969,29.53249931,28.72999954,29.52000046,265335200
2015-10-27,25.71737862,28.63750076,29.13500023,28.49749947,28.85000038,279537600
2015-10-28,26.77706146,29.81749916,29.82500076,29.01499939,29.23250008,342205600
2015-10-29,27.05994034,30.13249969,30.17250061,29.56749916,29.67499924,204909200
2015-10-30,26.8286972,29.875,30.30500031,29.86249924,30.24749947,197461200
2015-11-02,27.20587349,30.29500008,30.34000015,29.90250015,30.20000076,128813200
2015-11-03,27.51793861,30.64249992,30.87249947,30.17499924,30.19750023,182076000
2015-11-04,27.38996696,30.5,30.95499992,30.40500069,30.78249931,179544400
2015-11-05,27.26370239,30.22999954,30.67250061,30.04500008,30.46249962,158210800
2015-11-06,27.29526711,30.26499939,30.45249939,30.15500069,30.27750015,132169200
2015-11-09,27.18479156,30.14249992,30.45249939,30.01250076,30.23999977,135485600
2015-11-10,26.32800674,29.19249916,29.51749992,29.01499939,29.22500038,236511600
2015-11-11,26.17920113,29.02750015,29.35499954,28.80249977,29.09250069,180872000
2015-11-12,26.09126091,28.93000031,29.20499992,28.91250038,29.06500053,130102400
2015-11-13,25.32917786,28.08499908,28.89249992,28.06749916,28.79999924,183249600
2015-11-16,25.74404335,28.54500008,28.55999947,27.75,27.84499931,152426800
2015-11-17,25.63355446,28.42250061,28.76250076,28.32999992,28.72999954,110467600
2015-11-18,26.44525337,29.32250023,29.37249947,28.875,28.94000053,186698800
2015-11-19,26.78119469,29.69499969,29.9375,29.19000053,29.40999985,173183200
2015-11-20,26.8984375,29.82500076,29.97999954,29.71249962,29.79999924,137148400
2015-11-23,26.54896927,29.4375,29.93250084,29.33499908,29.81749916,129930000
2015-11-24,26.80375099,29.71999931,29.83749962,29.28000069,29.33250046,171212800
2015-11-25,26.61209869,29.50749969,29.80750084,29.47999954,29.80249977,85553200
2015-11-27,26.56249428,29.45249939,29.60250092,29.39999962,29.57250023,52185600
2015-11-30,26.67297935,29.57500076,29.85250092,29.4375,29.49749947,156721200
2015-12-01,26.4565258,29.33499908,29.70249939,29.21500015,29.6875,139409600
2015-12-02,26.21752167,29.06999969,29.52750015,29.02000046,29.33499908,133546400
2015-12-03,25.97402382,28.79999924,29.19750023,28.55500031,29.13750076,166278000
2015-12-04,26.83756638,29.75749969,29.8125,28.77750015,28.82250023,231108000
2015-12-07,26.66846466,29.56999969,29.96500015,29.45249939,29.74500084,128336800
2015-12-08,26.65718842,29.55750084,29.64999962,29.21500015,29.37999916,137238000
2015-12-09,26.06872177,28.90500069,29.42250061,28.77000046,29.40999985,185445600
2015-12-10,26.19271851,29.04249954,29.23500061,28.87750053,29.01000023,116850800
2015-12-11,25.51857376,28.29500008,28.84749985,28.21249962,28.79750061,187544800
2015-12-14,25.36074829,28.12000084,28.17000008,27.44750023,28.04500008,257274800
2015-12-15,24.91206169,27.62249947,28.20000076,27.58749962,27.98500061,213292400
2015-12-16,25.10371017,27.83499908,27.99749947,27.20000076,27.76749992,224954000
2015-12-17,24.57160759,27.24500084,28.0625,27.24500084,28.00499916,179091200
2015-12-18,23.90647507,26.50749969,27.37999916,26.45249939,27.22750092,385813200
2015-12-21,24.19958305,26.83250046,26.84250069,26.39249992,26.81999969,190362400
2015-12-22,24.17703629,26.80750084,26.93000031,26.61249924,26.85000038,131157600
2015-12-23,24.48818588,27.15250015,27.21249962,26.79999924,26.81749916,130629600
2015-12-24,24.35740852,27.00749969,27.25,26.98749924,27.25,54281600
2015-12-28,24.0845871,26.70499992,26.92250061,26.54500008,26.89749908,106816800
2015-12-29,24.51749039,27.18499947,27.35750008,26.71500015,26.73999977,123724800
2015-12-30,24.19732285,26.82999992,27.17499924,26.79500008,27.14500046,100855200
2015-12-31,23.73286247,26.31500053,26.75749969,26.20499992,26.75250053,163649200
2016-01-04,23.75315094,26.33749962,26.34250069,25.5,25.65250015,270597600
2016-01-05,23.15791512,25.67749977,26.46249962,25.60250092,26.4375,223164000
2016-01-06,22.70472145,25.17499924,25.59250069,24.96750069,25.13999939,273829600
2016-01-07,21.74648094,24.11249924,25.03249931,24.10750008,24.67000008,324377600
2016-01-08,21.86146545,24.23999977,24.77750015,24.19000053,24.63750076,283192000
2016-01-11,22.21545029,24.63249969,24.76499939,24.33499908,24.74250031,198957600
2016-01-12,22.53787613,24.98999977,25.17250061,24.70999908,25.13750076,196616800
2016-01-13,21.95842171,24.34749985,25.29750061,24.32500076,25.07999992,249758400
2016-01-14,22.4386692,24.87999916,25.12000084,23.93499947,24.48999977,252680400
2016-01-15,21.89979935,24.28249931,24.42749977,23.84000015,24.04999924,319335600
2016-01-19,21.79382706,24.16500092,24.66250038,23.875,24.60250092,212350800
2016-01-20,21.82313347,24.19750023,24.54750061,23.35499954,23.77499962,289337600
2016-01-21,21.71265984,24.07500076,24.46999931,23.73500061,24.26499939,208646000
2016-01-22,22.86705589,25.35499954,25.36499977,24.59250069,24.65749931,263202000
2016-01-25,22.42063332,24.86000061,25.38249969,24.80249977,25.37999916,207178000
2016-01-26,22.54463959,24.99749947,25.21999931,24.51749992,24.98250008,300308000
2016-01-27,21.06330681,23.35499954,24.15749931,23.33499908,24.01000023,533478800
2016-01-28,21.21437263,23.52249908,23.62999916,23.09749985,23.44750023,222715200
2016-01-29,21.94714355,24.33499908,24.33499908,23.58749962,23.69750023,257666000
2016-02-01,21.74196625,24.10750008,24.17749977,23.85000038,24.11750031,163774000
2016-02-02,21.3022995,23.62000084,24.01000023,23.56999969,23.85499954,149428800
2016-02-03,21.72392845,24.08749962,24.20999908,23.52000046,23.75,183857200
2016-02-04,21.898489,24.14999962,24.33250046,23.79750061,23.96500015,185886800
2016-02-05,21.31361771,23.50499916,24.22999954,23.42250061,24.12999916,185672400
2016-02-08,21.53804588,23.75250053,23.92499924,23.26000023,23.28249931,216085600
2016-02-09,21.53351402,23.74749947,23.98500061,23.48250008,23.57250023,177324800
2016-02-10,21.37029076,23.56749916,24.08749962,23.52499962,23.97999954,169374400
2016-02-11,21.24107742,23.42499924,23.68000031,23.14749908,23.44750023,200298800
2016-02-12,21.3068161,23.49749947,23.625,23.25250053,23.54750061,161405600
2016-02-16,21.90755272,24.15999985,24.21249962,23.65250015,23.75499916,196231600
2016-02-17,22.24305534,24.53000069,24.55249977,24.03750038,24.16749954,179452800
2016-02-18,21.82140732,24.06500053,24.72249985,24.02249908,24.70999908,156084000
2016-02-19,21.77153969,24.01000023,24.19000053,23.95000076,24,141496800
2016-02-22,21.96195602,24.21999931,24.22500038,23.97999954,24.07749939,137123200
2016-02-23,21.4655056,23.67250061,24.125,23.63750076,24.10000038,127770400
2016-02-24,21.78514481,24.02499962,24.09499931,23.32999992,23.49500084,145022800
2016-02-25,21.93475914,24.19000053,24.19000053,23.8125,24.01250076,110330800
2016-02-26,21.96875954,24.22750092,24.50499916,24.14500046,24.29999924,115964400
2016-02-29,21.91888046,24.17250061,24.55750084,24.16250038,24.21500015,140865200
2016-03-01,22.78938675,25.13249969,25.19249916,24.35499954,24.41250038,201628400
2016-03-02,22.83925819,25.1875,25.22249985,24.90999985,25.12750053,132678400
2016-03-03,23.00927353,25.375,25.42749977,25.11249924,25.14500046,147822800
2016-03-04,23.35158157,25.75250053,25.9375,25.34250069,25.59250069,184220400
2016-03-07,23.09314728,25.46750069,25.70750046,25.23999977,25.59749985,143315600
2016-03-08,22.90273094,25.25749969,25.44000053,25.10000038,25.19499969,126247600
2016-03-09,22.92313004,25.28000069,25.39500046,25.06749916,25.32749939,108806800
2016-03-10,22.93447495,25.29249954,25.55999947,25.03750038,25.35250092,134054400
2016-03-11,23.18156433,25.56500053,25.56999969,25.375,25.55999947,109632800
2016-03-14,23.2405014,25.62999916,25.72750092,25.44499969,25.47750092,100304400
2016-03-15,23.70749092,26.14500046,26.29500008,25.96249962,25.98999977,160270800
2016-03-16,24.02259636,26.49250031,26.57749939,26.14749908,26.15250015,153214000
2016-03-17,23.98405266,26.45000076,26.61750031,26.23999977,26.37999916,137682800
2016-03-18,24.01125908,26.47999954,26.625,26.29750061,26.58499908,176820800
2016-03-21,24.00899506,26.47750092,26.91250038,26.28499985,26.48250008,142010800
2016-03-22,24.19260788,26.68000031,26.82250023,26.30249977,26.3125,129777600
2016-03-23,24.05886459,26.53249931,26.76749992,26.47500038,26.62000084,102814000
2016-03-24,23.95458794,26.41749954,26.5625,26.22249985,26.36750031,104532000
2016-03-28,23.8457756,26.29750061,26.54750061,26.26499939,26.5,77645600
2016-03-29,24.41023636,26.92000008,26.94750023,26.21999931,26.22249985,124760400
2016-03-30,24.83641815,27.38999939,27.60499954,27.14999962,27.16250038,182404400
2016-03-31,24.70720863,27.24749947,27.47500038,27.21999931,27.43000031,103553600
2016-04-01,24.9338932,27.49749947,27.5,27.04999924,27.19499969,103496000
2016-04-04,25.19006157,27.78000069,28.04750061,27.56749916,27.60499954,149424800
2016-04-05,24.89309311,27.45249939,27.68250084,27.35499954,27.37750053,106314800
2016-04-06,25.15378761,27.73999977,27.74500084,27.29999924,27.55750084,105616400
2016-04-07,24.60519409,27.13500023,27.60499954,27.03000069,27.48749924,127207600
2016-04-08,24.63239479,27.16500092,27.44249916,27.04249954,27.22750092,94326800
2016-04-11,24.71400261,27.25499916,27.65250015,27.20750046,27.24250031,117630000
2016-04-12,25.03591156,27.61000061,27.625,27.16500092,27.33499908,108929200
2016-04-13,25.39861679,28.01000023,28.08499908,27.70000076,27.70000076,133029200
2016-04-14,25.41221809,28.02499962,28.09749985,27.83250046,27.90500069,101895600
2016-04-15,24.90215683,27.46249962,28.07500076,27.43250084,28.02750015,187756000
2016-04-18,24.36489487,26.87000084,27.23749924,26.73500061,27.22249985,243286000
2016-04-19,24.23568344,26.72750092,27,26.55750084,26.96999931,129539600
2016-04-20,24.28555107,26.78249931,27.02249908,26.51499939,26.65999985,122444000
2016-04-21,24.02259636,26.49250031,26.73250008,26.37999916,26.73250008,126210000
2016-04-22,23.95684624,26.42000008,26.62000084,26.15500069,26.25250053,134732400
2016-04-25,23.82083511,26.27000046,26.41250038,26.12750053,26.25,112126400
2016-04-26,23.65535355,26.08749962,26.32500076,25.97750092,25.97750092,224064800
2016-04-27,22.17505264,24.45499992,24.67749977,23.92000008,24,458408400
2016-04-28,21.49724197,23.70750046,24.46999931,23.5625,24.40250015,328970800
2016-04-29,21.25014496,23.43499947,23.68000031,23.12750053,23.49749947,274126000
2016-05-02,21.22747231,23.40999985,23.52000046,23.10000038,23.49250031,192640400
2016-05-03,21.57658195,23.79500008,23.93499947,23.42000008,23.54999924,227325200
2016-05-04,21.35215569,23.54750061,23.97500038,23.45499992,23.79999924,164102000
2016-05-05,21.26548767,23.30999947,23.51749992,23.17000008,23.5,143562000
2016-05-06,21.14689255,23.18000031,23.36249924,22.96249962,23.34250069,174799600
2016-05-09,21.16285706,23.19750023,23.44249916,23.14749908,23.25,131745600
2016-05-10,21.30653381,23.35499954,23.39249992,23.02750015,23.33250046,134747200
2016-05-11,21.09899521,23.12750053,23.39249992,23.11499977,23.37000084,114876400
2016-05-12,20.60407448,22.58499908,23.19499969,22.36750031,23.18000031,305258800
2016-05-13,20.64513397,22.62999916,22.91749954,22.5,22.5,177571200
